t,x,y,z
0.726,3.1815,0.951057,8.92239
0.727,3.18175,0.809017,8.93201
0.728,3.182,0.587785,8.94164
0.729,3.18225,0.309017,8.95128
0.73,3.1825,-1.79354e-13,8.96093
0.731,3.18275,-0.309017,8.9706
0.732,3.183,-0.587785,8.98027
0.733,3.18325,-0.809017,8.98995
0.734,3.1835,-0.951057,8.99965
0.735,3.18375,-1,9.00936
0.736,3.184,-0.951057,9.01907
0.737,3.18425,-0.809017,9.0288
0.738,3.1845,-0.587785,9.03854
0.739,3.18475,-0.309017,9.04829
0.74,3.185,1.68573e-13,9.05805
0.741,3.18525,0.309017,9.06782
0.742,3.1855,0.587785,9.0776
0.743,3.18575,0.809017,9.08739
0.744,3.186,0.951057,9.0972
0.745,3.18625,1,9.10701
0.746,3.1865,0.951057,9.11684
0.747,3.18675,0.809017,9.12667
0.748,3.187,0.587785,9.13652
0.749,3.18725,0.309017,9.14638
0.75,3.1875,-1.86214e-13,9.15625
0.751,3.18775,-0.309017,9.16613
0.752,3.188,-0.587785,9.17602
0.753,3.18825,-0.809017,9.18592
0.754,3.1885,-0.951057,9.19584
0.755,3.18875,-1,9.20576
0.756,3.189,-0.951057,9.2157
0.757,3.18925,-0.809017,9.22565
0.758,3.1895,-0.587785,9.2356
0.759,3.18975,-0.309017,9.24557
0.76,3.19,1.75434e-13,9.25555
0.761,3.19025,0.309017,9.26554
0.762,3.1905,0.587785,9.27555
0.763,3.19075,0.809017,9.28556
0.764,3.191,0.951057,9.29558
0.765,3.19125,1,9.30562
0.766,3.1915,0.951057,9.31567
0.767,3.19175,0.809017,9.32572
0.768,3.192,0.587785,9.33579
0.769,3.19225,0.309017,9.34587
0.77,3.1925,-1.93075e-13,9.35597
0.771,3.19275,-0.309017,9.36607
0.772,3.193,-0.587785,9.37618
0.773,3.19325,-0.809017,9.38631
0.774,3.1935,-0.951057,9.39645
0.775,3.19375,-1,9.40659
0.776,3.194,-0.951057,9.41675
0.777,3.19425,-0.809017,9.42692
0.778,3.1945,-0.587785,9.43711
0.779,3.19475,-0.309017,9.4473
0.78,3.195,1.82294e-13,9.4575
0.781,3.19525,0.309017,9.46772
0.782,3.1955,0.587785,9.47795
0.783,3.19575,0.809017,9.48819
0.784,3.196,0.951057,9.49844
0.785,3.19625,1,9.5087
0.786,3.1965,0.951057,9.51897
0.787,3.19675,0.809017,9.52926
0.788,3.197,0.587785,9.53955
0.789,3.19725,0.309017,9.54986
0.79,3.1975,-1.99935e-13,9.56018
0.791,3.19775,-0.309017,9.57051
0.792,3.198,-0.587785,9.58085
0.793,3.19825,-0.809017,9.5912
0.794,3.1985,-0.951057,9.60157
0.795,3.19875,-1,9.61194
0.796,3.199,-0.951057,9.62233
0.797,3.19925,-0.809017,9.63273
0.798,3.1995,-0.587785,9.64314
0.799,3.19975,-0.309017,9.65357
0.8,3.2,1.89155e-13,9.664
0.801,3.20025,0.309017,9.67445
0.802,3.2005,0.587785,9.6849
0.803,3.20075,0.809017,9.69537
0.804,3.201,0.951057,9.70585
0.805,3.20125,1,9.71635
0.806,3.2015,0.951057,9.72685
0.807,3.20175,0.809017,9.73736
0.808,3.202,0.587785,9.74789
0.809,3.20225,0.309017,9.75843
0.81,3.2025,-2.06796e-13,9.76898
0.811,3.20275,-0.309017,9.77954
0.812,3.203,-0.587785,9.79012
0.813,3.20325,-0.809017,9.8007
0.814,3.2035,-0.951057,9.8113
0.815,3.20375,-1,9.82191
0.816,3.204,-0.951057,9.83253
0.817,3.20425,-0.809017,9.84317
0.818,3.2045,-0.587785,9.85381
0.819,3.20475,-0.309017,9.86447
0.82,3.205,1.96015e-13,9.87514
0.821,3.20525,0.309017,9.88582
0.822,3.2055,0.587785,9.89651
0.823,3.20575,0.809017,9.90721
0.824,3.206,0.951057,9.91793
0.825,3.20625,1,9.92866
0.826,3.2065,0.951057,9.9394
0.827,3.20675,0.809017,9.95015
0.828,3.207,0.587785,9.96091
0.829,3.20725,0.309017,9.97169
0.83,3.2075,-1.85235e-13,9.98247
0.831,3.20775,-0.309017,9.99327
0.832,3.208,-0.587785,10.0041
0.833,3.20825,-0.809017,10.0149
0.834,3.2085,-0.951057,10.0257
0.835,3.20875,-1,10.0366
0.836,3.209,-0.951057,10.0475
0.837,3.20925,-0.809017,10.0583
0.838,3.2095,-0.587785,10.0692
0.839,3.20975,-0.309017,10.0801
0.84,3.21,1.74454e-13,10.091
0.841,3.21025,0.309017,10.1019
0.842,3.2105,0.587785,10.1129
0.843,3.21075,0.809017,10.1238
0.844,3.211,0.951057,10.1348
0.845,3.21125,1,10.1457
0.846,3.2115,0.951057,10.1567
0.847,3.21175,0.809017,10.1677
0.848,3.212,0.587785,10.1787
0.849,3.21225,0.309017,10.1897
0.85,3.2125,-2.20517e-13,10.2008
0.851,3.21275,-0.309017,10.2118
0.852,3.213,-0.587785,10.2228
0.853,3.21325,-0.809017,10.2339
0.854,3.2135,-0.951057,10.245
0.855,3.21375,-1,10.2561
0.856,3.214,-0.951057,10.2672
0.857,3.21425,-0.809017,10.2783
0.858,3.2145,-0.587785,10.2894
0.859,3.21475,-0.309017,10.3006
0.86,3.215,2.09736e-13,10.3117
0.861,3.21525,0.309017,10.3229
0.862,3.2155,0.587785,10.3341
0.863,3.21575,0.809017,10.3452
0.864,3.216,0.951057,10.3564
0.865,3.21625,1,10.3677
0.866,3.2165,0.951057,10.3789
0.867,3.21675,0.809017,10.3901
0.868,3.217,0.587785,10.4014
0.869,3.21725,0.309017,10.4126
0.87,3.2175,-1.98956e-13,10.4239
0.871,3.21775,-0.309017,10.4352
0.872,3.218,-0.587785,10.4465
0.873,3.21825,-0.809017,10.4578
0.874,3.2185,-0.951057,10.4691
0.875,3.21875,-1,10.4805
0.876,3.219,-0.951057,10.4918
0.877,3.21925,-0.809017,10.5032
0.878,3.2195,-0.587785,10.5146
0.879,3.21975,-0.309017,10.5259
0.88,3.22,1.88175e-13,10.5373
0.881,3.22025,0.309017,10.5488
0.882,3.2205,0.587785,10.5602
0.883,3.22075,0.809017,10.5716
0.884,3.221,0.951057,10.5831
0.885,3.22125,1,10.5945
0.886,3.2215,0.951057,10.606
0.887,3.22175,0.809017,10.6175
0.888,3.222,0.587785,10.629
0.889,3.22225,0.309017,10.6405
0.89,3.2225,-2.34238e-13,10.652
0.891,3.22275,-0.309017,10.6636
0.892,3.223,-0.587785,10.6751
0.893,3.22325,-0.809017,10.6867
0.894,3.2235,-0.951057,10.6983
0.895,3.22375,-1,10.7099
0.896,3.224,-0.951057,10.7215
0.897,3.22425,-0.809017,10.7331
0.898,3.2245,-0.587785,10.7447
0.899,3.22475,-0.309017,10.7563
0.9,3.225,2.23457e-13,10.768
0.901,3.22525,0.309017,10.7797
0.902,3.2255,0.587785,10.7913
0.903,3.22575,0.809017,10.803
0.904,3.226,0.951057,10.8147
0.905,3.22625,1,10.8265
0.906,3.2265,0.951057,10.8382
0.907,3.22675,0.809017,10.8499
0.908,3.227,0.587785,10.8617
0.909,3.22725,0.309017,10.8735
0.91,3.2275,-2.12677e-13,10.8852
0.911,3.22775,-0.309017,10.897
0.912,3.228,-0.587785,10.9088
0.913,3.22825,-0.809017,10.9207
0.914,3.2285,-0.951057,10.9325
0.915,3.22875,-1,10.9443
0.916,3.229,-0.951057,10.9562
0.917,3.22925,-0.809017,10.9681
0.918,3.2295,-0.587785,10.98
0.919,3.22975,-0.309017,10.9919
0.92,3.23,2.01896e-13,11.0038
0.921,3.23025,0.309017,11.0157
0.922,3.2305,0.587785,11.0276
0.923,3.23075,0.809017,11.0396
0.924,3.231,0.951057,11.0516
0.925,3.23125,1,11.0635
0.926,3.2315,0.951057,11.0755
0.927,3.23175,0.809017,11.0875
0.928,3.232,0.587785,11.0995
0.929,3.23225,0.309017,11.1116
0.93,3.2325,-2.47959e-13,11.1236
0.931,3.23275,-0.309017,11.1357
0.932,3.233,-0.587785,11.1477
0.933,3.23325,-0.809017,11.1598
0.934,3.2335,-0.951057,11.1719
0.935,3.23375,-1,11.184
0.936,3.234,-0.951057,11.1961
0.937,3.23425,-0.809017,11.2083
0.938,3.2345,-0.587785,11.2204
0.939,3.23475,-0.309017,11.2326
0.94,3.235,2.37178e-13,11.2448
0.941,3.23525,0.309017,11.257
0.942,3.2355,0.587785,11.2692
0.943,3.23575,0.809017,11.2814
0.944,3.236,0.951057,11.2936
0.945,3.23625,1,11.3058
0.946,3.2365,0.951057,11.3181
0.947,3.23675,0.809017,11.3304
0.948,3.237,0.587785,11.3426
0.949,3.23725,0.309017,11.3549
0.95,3.2375,-2.26398e-13,11.3673
0.951,3.23775,-0.309017,11.3796
0.952,3.238,-0.587785,11.3919
0.953,3.23825,-0.809017,11.4043
0.954,3.2385,-0.951057,11.4166
0.955,3.23875,-1,11.429
0.956,3.239,-0.951057,11.4414
0.957,3.23925,-0.809017,11.4538
0.958,3.2395,-0.587785,11.4662
0.959,3.23975,-0.309017,11.4786
0.96,3.24,2.15617e-13,11.4911
0.961,3.24025,0.309017,11.5035
0.962,3.2405,0.587785,11.516
0.963,3.24075,0.809017,11.5285
0.964,3.241,0.951057,11.541
0.965,3.24125,1,11.5535
0.966,3.2415,0.951057,11.566
0.967,3.24175,0.809017,11.5786
0.968,3.242,0.587785,11.5911
0.969,3.24225,0.309017,11.6037
0.97,3.2425,-2.6168e-13,11.6162
0.971,3.24275,-0.309017,11.6288
0.972,3.243,-0.587785,11.6414
0.973,3.24325,-0.809017,11.6541
0.974,3.2435,-0.951057,11.6667
0.975,3.24375,-1,11.6793
0.976,3.244,-0.951057,11.692
0.977,3.24425,-0.809017,11.7047
0.978,3.2445,-0.587785,11.7174
0.979,3.24475,-0.309017,11.7301
0.98,3.245,2.50899e-13,11.7428
0.981,3.24525,0.309017,11.7555
0.982,3.2455,0.587785,11.7683
0.983,3.24575,0.809017,11.781
0.984,3.246,0.951057,11.7938
0.985,3.24625,1,11.8066
0.986,3.2465,0.951057,11.8194
0.987,3.24675,0.809017,11.8322
0.988,3.247,0.587785,11.845
0.989,3.24725,0.309017,11.8578
0.99,3.2475,-2.40119e-13,11.8707
0.991,3.24775,-0.309017,11.8836
0.992,3.248,-0.587785,11.8964
0.993,3.24825,-0.809017,11.9093
0.994,3.2485,-0.951057,11.9223
0.995,3.24875,-1,11.9352
0.996,3.249,-0.951057,11.9481
0.997,3.24925,-0.809017,11.9611
0.998,3.2495,-0.587785,11.974
0.999,3.24975,-0.309017,11.987
1,3.25,2.29338e-13,12
1.001,3.25025,0.309017,12.013
1.002,3.2505,0.587785,12.026
1.003,3.25075,0.809017,12.0391
1.004,3.251,0.951057,12.0521
1.005,3.25125,1,12.0652
1.006,3.2515,0.951057,12.0783
1.007,3.25175,0.809017,12.0913
1.008,3.252,0.587785,12.1044
1.009,3.25225,0.309017,12.1176
1.01,3.2525,1.22503e-13,12.1307
1.011,3.25275,-0.309017,12.1438
1.012,3.253,-0.587785,12.157
1.013,3.25325,-0.809017,12.1702
1.014,3.2535,-0.951057,12.1834
1.015,3.25375,-1,12.1966
1.016,3.254,-0.951057,12.2098
1.017,3.25425,-0.809017,12.223
1.018,3.2545,-0.587785,12.2363
1.019,3.25475,-0.309017,12.2495
1.02,3.255,-4.74344e-13,12.2628
1.021,3.25525,0.309017,12.2761
1.022,3.2555,0.587785,12.2894
1.023,3.25575,0.809017,12.3027
1.024,3.256,0.951057,12.3161
1.025,3.25625,1,12.3294
1.026,3.2565,0.951057,12.3428
1.027,3.25675,0.809017,12.3561
1.028,3.257,0.587785,12.3695
1.029,3.25725,0.309017,12.3829
1.03,3.2575,8.26185e-13,12.3964
1.031,3.25775,-0.309017,12.4098
1.032,3.258,-0.587785,12.4232
1.033,3.25825,-0.809017,12.4367
1.034,3.2585,-0.951057,12.4502
1.035,3.25875,-1,12.4637
1.036,3.259,-0.951057,12.4772
1.037,3.25925,-0.809017,12.4907
1.038,3.2595,-0.587785,12.5042
1.039,3.25975,-0.309017,12.5178
1.04,3.26,-1.17803e-12,12.5313
1.041,3.26025,0.309017,12.5449
1.042,3.2605,0.587785,12.5585
1.043,3.26075,0.809017,12.5721
1.044,3.261,0.951057,12.5857
1.045,3.26125,1,12.5994
1.046,3.2615,0.951057,12.613
1.047,3.26175,0.809017,12.6267
1.048,3.262,0.587785,12.6403
1.049,3.26225,0.309017,12.654
1.05,3.2625,1.52987e-12,12.6677
1.051,3.26275,-0.309017,12.6815
1.052,3.263,-0.587785,12.6952
1.053,3.26325,-0.809017,12.709
1.054,3.2635,-0.951057,12.7227
1.055,3.26375,-1,12.7365
1.056,3.264,-0.951057,12.7503
1.057,3.26425,-0.809017,12.7641
1.058,3.2645,-0.587785,12.7779
1.059,3.26475,-0.309017,12.7918
1.06,3.265,-1.88171e-12,12.8056
1.061,3.26525,0.309017,12.8195
1.062,3.2655,0.587785,12.8334
1.063,3.26575,0.809017,12.8473
1.064,3.266,0.951057,12.8612
1.065,3.26625,1,12.8751
1.066,3.2665,0.951057,12.8891
1.067,3.26675,0.809017,12.903
1.068,3.267,0.587785,12.917
1.069,3.26725,0.309017,12.931
1.07,3.2675,2.23355e-12,12.945
1.071,3.26775,-0.309017,12.959
1.072,3.268,-0.587785,12.973
1.073,3.26825,-0.809017,12.9871
1.074,3.2685,-0.951057,13.0011
1.075,3.26875,-1,13.0152
1.076,3.269,-0.951057,13.0293
1.077,3.26925,-0.809017,13.0434
1.078,3.2695,-0.587785,13.0575
1.079,3.26975,-0.309017,13.0717
1.08,3.27,-2.52855e-12,13.0858
1.081,3.27025,0.309017,13.1
1.082,3.2705,0.587785,13.1142
1.083,3.27075,0.809017,13.1284
1.084,3.271,0.951057,13.1426
1.085,3.27125,1,13.1568
1.086,3.2715,0.951057,13.171
1.087,3.27175,0.809017,13.1853
1.088,3.272,0.587785,13.1996
1.089,3.27225,0.309017,13.2139
1.09,3.2725,2.88039e-12,13.2282
1.091,3.27275,-0.309017,13.2425
1.092,3.273,-0.587785,13.2568
1.093,3.27325,-0.809017,13.2712
1.094,3.2735,-0.951057,13.2855
1.095,3.27375,-1,13.2999
1.096,3.274,-0.951057,13.3143
1.097,3.27425,-0.809017,13.3287
1.098,3.2745,-0.587785,13.3431
1.099,3.27475,-0.309017,13.3575
1.1,3.275,-3.23223e-12,13.372
1.101,3.27525,0.309017,13.3865
1.102,3.2755,0.587785,13.401
1.103,3.27575,0.809017,13.4154
1.104,3.276,0.951057,13.43
1.105,3.27625,1,13.4445
1.106,3.2765,0.951057,13.459
1.107,3.27675,0.809017,13.4736
1.108,3.277,0.587785,13.4882
1.109,3.27725,0.309017,13.5028
1.11,3.2775,3.58407e-12,13.5174
1.111,3.27775,-0.309017,13.532
1.112,3.278,-0.587785,13.5466
1.113,3.27825,-0.809017,13.5613
1.114,3.2785,-0.951057,13.5759
1.115,3.27875,-1,13.5906
1.116,3.279,-0.951057,13.6053
1.117,3.27925,-0.809017,13.62
1.118,3.2795,-0.587785,13.6348
1.119,3.27975,-0.309017,13.6495
1.12,3.28,-3.93591e-12,13.6643
1.121,3.28025,0.309017,13.679
1.122,3.2805,0.587785,13.6938
1.123,3.28075,0.809017,13.7086
1.124,3.281,0.951057,13.7234
1.125,3.28125,1,13.7383
1.126,3.2815,0.951057,13.7531
1.127,3.28175,0.809017,13.768
1.128,3.282,0.587785,13.7829
1.129,3.28225,0.309017,13.7978
1.13,3.2825,4.28775e-12,13.8127
1.131,3.28275,-0.309017,13.8276
1.132,3.283,-0.587785,13.8426
1.133,3.28325,-0.809017,13.8575
1.134,3.2835,-0.951057,13.8725
1.135,3.28375,-1,13.8875
1.136,3.284,-0.951057,13.9025
1.137,3.28425,-0.809017,13.9175
1.138,3.2845,-0.587785,13.9326
1.139,3.28475,-0.309017,13.9476
1.14,3.285,-4.63959e-12,13.9627
1.141,3.28525,0.309017,13.9778
1.142,3.2855,0.587785,13.9929
1.143,3.28575,0.809017,14.008
1.144,3.286,0.951057,14.0231
1.145,3.28625,1,14.0383
1.146,3.2865,0.951057,14.0534
1.147,3.28675,0.809017,14.0686
1.148,3.287,0.587785,14.0838
1.149,3.28725,0.309017,14.099
1.15,3.2875,4.99144e-12,14.1142
1.151,3.28775,-0.309017,14.1295
1.152,3.288,-0.587785,14.1448
1.153,3.28825,-0.809017,14.16
1.154,3.2885,-0.951057,14.1753
1.155,3.28875,-1,14.1906
1.156,3.289,-0.951057,14.2059
1.157,3.28925,-0.809017,14.2213
1.158,3.2895,-0.587785,14.2366
1.159,3.28975,-0.309017,14.252
1.16,3.29,-5.34328e-12,14.2674
1.161,3.29025,0.309017,14.2828
1.162,3.2905,0.587785,14.2982
1.163,3.29075,0.809017,14.3136
1.164,3.291,0.951057,14.3291
1.165,3.29125,1,14.3446
1.166,3.2915,0.951057,14.36
1.167,3.29175,0.809017,14.3755
1.168,3.292,0.587785,14.3911
1.169,3.29225,0.309017,14.4066
1.17,3.2925,5.69512e-12,14.4221
1.171,3.29275,-0.309017,14.4377
1.172,3.293,-0.587785,14.4533
1.173,3.29325,-0.809017,14.4689
1.174,3.2935,-0.951057,14.4845
1.175,3.29375,-1,14.5001
1.176,3.294,-0.951057,14.5157
1.177,3.29425,-0.809017,14.5314
1.178,3.2945,-0.587785,14.5471
1.179,3.29475,-0.309017,14.5628
1.18,3.295,-5.99012e-12,14.5785
1.181,3.29525,0.309017,14.5942
1.182,3.2955,0.587785,14.6099
1.183,3.29575,0.809017,14.6257
1.184,3.296,0.951057,14.6415
1.185,3.29625,1,14.6572
1.186,3.2965,0.951057,14.673
1.187,3.29675,0.809017,14.6889
1.188,3.297,0.587785,14.7047
1.189,3.29725,0.309017,14.7205
1.19,3.2975,6.34196e-12,14.7364
1.191,3.29775,-0.309017,14.7523
1.192,3.298,-0.587785,14.7682
1.193,3.29825,-0.809017,14.7841
1.194,3.2985,-0.951057,14.8001
1.195,3.29875,-1,14.816
1.196,3.299,-0.951057,14.832
1.197,3.29925,-0.809017,14.848
1.198,3.2995,-0.587785,14.864
1.199,3.29975,-0.309017,14.88
1.2,3.3,-6.6938e-12,14.896
1.201,3.30025,0.309017,14.912
1.202,3.3005,0.587785,14.9281
1.203,3.30075,0.809017,14.9442
1.204,3.301,0.951057,14.9603
1.205,3.30125,1,14.9764
1.206,3.3015,0.951057,14.9925
1.207,3.30175,0.809017,15.0087
1.208,3.302,0.587785,15.0248
1.209,3.30225,0.309017,15.041
1.21,3.3025,7.04564e-12,15.0572
1.211,3.30275,-0.309017,15.0734
1.212,3.303,-0.587785,15.0897
1.213,3.30325,-0.809017,15.1059
1.214,3.3035,-0.951057,15.1222
1.215,3.30375,-1,15.1385
1.216,3.304,-0.951057,15.1547
1.217,3.30425,-0.809017,15.1711
1.218,3.3045,-0.587785,15.1874
1.219,3.30475,-0.309017,15.2037
1.22,3.305,-7.39748e-12,15.2201
1.221,3.30525,0.309017,15.2365
1.222,3.3055,0.587785,15.2529
1.223,3.30575,0.809017,15.2693
1.224,3.306,0.951057,15.2857
1.225,3.30625,1,15.3022
1.226,3.3065,0.951057,15.3186
1.227,3.30675,0.809017,15.3351
1.228,3.307,0.587785,15.3516
1.229,3.30725,0.309017,15.3681
1.23,3.3075,7.74932e-12,15.3846
1.231,3.30775,-0.309017,15.4012
1.232,3.308,-0.587785,15.4177
1.233,3.30825,-0.809017,15.4343
1.234,3.3085,-0.951057,15.4509
1.235,3.30875,-1,15.4675
1.236,3.309,-0.951057,15.4842
1.237,3.30925,-0.809017,15.5008
1.238,3.3095,-0.587785,15.5175
1.239,3.30975,-0.309017,15.5342
1.24,3.31,-8.10116e-12,15.5508
1.241,3.31025,0.309017,15.5676
1.242,3.3105,0.587785,15.5843
1.243,3.31075,0.809017,15.601
1.244,3.311,0.951057,15.6178
1.245,3.31125,1,15.6346
1.246,3.3115,0.951057,15.6514
1.247,3.31175,0.809017,15.6682
1.248,3.312,0.587785,15.685
1.249,3.31225,0.309017,15.7019
1.25,3.3125,8.453e-12,15.7187
1.251,3.31275,-0.309017,15.7356
1.252,3.313,-0.587785,15.7525
1.253,3.31325,-0.809017,15.7695
1.254,3.3135,-0.951057,15.7864
1.255,3.31375,-1,15.8033
1.256,3.314,-0.951057,15.8203
1.257,3.31425,-0.809017,15.8373
1.258,3.3145,-0.587785,15.8543
1.259,3.31475,-0.309017,15.8713
1.26,3.315,-8.80484e-12,15.8884
1.261,3.31525,0.309017,15.9054
1.262,3.3155,0.587785,15.9225
1.263,3.31575,0.809017,15.9396
1.264,3.316,0.951057,15.9567
1.265,3.31625,1,15.9738
1.266,3.3165,0.951057,15.9909
1.267,3.31675,0.809017,16.0081
1.268,3.317,0.587785,16.0253
1.269,3.31725,0.309017,16.0425
1.27,3.3175,9.15669e-12,16.0597
1.271,3.31775,-0.309017,16.0769
1.272,3.318,-0.587785,16.0941
1.273,3.31825,-0.809017,16.1114
1.274,3.3185,-0.951057,16.1287
1.275,3.31875,-1,16.146
1.276,3.319,-0.951057,16.1633
1.277,3.31925,-0.809017,16.1806
1.278,3.3195,-0.587785,16.198
1.279,3.31975,-0.309017,16.2153
1.28,3.32,-9.45168e-12,16.2327
1.281,3.32025,0.309017,16.2501
1.282,3.3205,0.587785,16.2675
1.283,3.32075,0.809017,16.285
1.284,3.321,0.951057,16.3024
1.285,3.32125,1,16.3199
1.286,3.3215,0.951057,16.3374
1.287,3.32175,0.809017,16.3549
1.288,3.322,0.587785,16.3724
1.289,3.32225,0.309017,16.3899
1.29,3.3225,9.80352e-12,16.4075
1.291,3.32275,-0.309017,16.4251
1.292,3.323,-0.587785,16.4426
1.293,3.32325,-0.809017,16.4603
1.294,3.3235,-0.951057,16.4779
1.295,3.32375,-1,16.4955
1.296,3.324,-0.951057,16.5132
1.297,3.32425,-0.809017,16.5309
1.298,3.3245,-0.587785,16.5486
1.299,3.32475,-0.309017,16.5663
1.3,3.325,-1.01554e-11,16.584
1.301,3.32525,0.309017,16.6017
1.302,3.3255,0.587785,16.6195
1.303,3.32575,0.809017,16.6373
1.304,3.326,0.951057,16.6551
1.305,3.32625,1,16.6729
1.306,3.3265,0.951057,16.6908
1.307,3.32675,0.809017,16.7086
1.308,3.327,0.587785,16.7265
1.309,3.32725,0.309017,16.7444
1.31,3.3275,1.05072e-11,16.7623
1.311,3.32775,-0.309017,16.7802
1.312,3.328,-0.587785,16.7982
1.313,3.32825,-0.809017,16.8161
1.314,3.3285,-0.951057,16.8341
1.315,3.32875,-1,16.8521
1.316,3.329,-0.951057,16.8701
1.317,3.32925,-0.809017,16.8881
1.318,3.3295,-0.587785,16.9062
1.319,3.32975,-0.309017,16.9243
1.32,3.33,-1.0859e-11,16.9423
1.321,3.33025,0.309017,16.9604
1.322,3.3305,0.587785,16.9786
1.323,3.33075,0.809017,16.9967
1.324,3.331,0.951057,17.0149
1.325,3.33125,1,17.033
1.326,3.3315,0.951057,17.0512
1.327,3.33175,0.809017,17.0694
1.328,3.332,0.587785,17.0877
1.329,3.33225,0.309017,17.1059
1.33,3.3325,1.12109e-11,17.1242
1.331,3.33275,-0.309017,17.1425
1.332,3.333,-0.587785,17.1608
1.333,3.33325,-0.809017,17.1791
1.334,3.3335,-0.951057,17.1974
1.335,3.33375,-1,17.2158
1.336,3.334,-0.951057,17.2341
1.337,3.33425,-0.809017,17.2525
1.338,3.3345,-0.587785,17.2709
1.339,3.33475,-0.309017,17.2894
1.34,3.335,-1.15627e-11,17.3078
1.341,3.33525,0.309017,17.3263
1.342,3.3355,0.587785,17.3448
1.343,3.33575,0.809017,17.3633
1.344,3.336,0.951057,17.3818
1.345,3.33625,1,17.4003
1.346,3.3365,0.951057,17.4189
1.347,3.33675,0.809017,17.4374
1.348,3.337,0.587785,17.456
1.349,3.33725,0.309017,17.4746
1.35,3.3375,1.19146e-11,17.4932
1.351,3.33775,-0.309017,17.5119
1.352,3.338,-0.587785,17.5306
1.353,3.33825,-0.809017,17.5492
1.354,3.3385,-0.951057,17.5679
1.355,3.33875,-1,17.5867
1.356,3.339,-0.951057,17.6054
1.357,3.33925,-0.809017,17.6241
1.358,3.3395,-0.587785,17.6429
1.359,3.33975,-0.309017,17.6617
1.36,3.34,-1.22664e-11,17.6805
1.361,3.34025,0.309017,17.6993
1.362,3.3405,0.587785,17.7182
1.363,3.34075,0.809017,17.737
1.364,3.341,0.951057,17.7559
1.365,3.34125,1,17.7748
1.366,3.3415,0.951057,17.7937
1.367,3.34175,0.809017,17.8127
1.368,3.342,0.587785,17.8316
1.369,3.34225,0.309017,17.8506
1.37,3.3425,1.26183e-11,17.8696
1.371,3.34275,-0.309017,17.8886
1.372,3.343,-0.587785,17.9076
1.373,3.34325,-0.809017,17.9267
1.374,3.3435,-0.951057,17.9458
1.375,3.34375,-1,17.9648
1.376,3.344,-0.951057,17.9839
1.377,3.34425,-0.809017,18.0031
1.378,3.3445,-0.587785,18.0222
1.379,3.34475,-0.309017,18.0414
1.38,3.345,-1.29133e-11,18.0605
1.381,3.34525,0.309017,18.0797
1.382,3.3455,0.587785,18.099
1.383,3.34575,0.809017,18.1182
1.384,3.346,0.951057,18.1374
1.385,3.34625,1,18.1567
1.386,3.3465,0.951057,18.176
1.387,3.34675,0.809017,18.1953
1.388,3.347,0.587785,18.2146
1.389,3.34725,0.309017,18.234
1.39,3.3475,1.32651e-11,18.2533
1.391,3.34775,-0.309017,18.2727
1.392,3.348,-0.587785,18.2921
1.393,3.34825,-0.809017,18.3115
1.394,3.3485,-0.951057,18.331
1.395,3.34875,-1,18.3504
1.396,3.349,-0.951057,18.3699
1.397,3.34925,-0.809017,18.3894
1.398,3.3495,-0.587785,18.4089
1.399,3.34975,-0.309017,18.4284
1.4,3.35,-1.36169e-11,18.448
1.401,3.35025,0.309017,18.4676
1.402,3.3505,0.587785,18.4872
1.403,3.35075,0.809017,18.5068
1.404,3.351,0.951057,18.5264
1.405,3.35125,1,18.546
1.406,3.3515,0.951057,18.5657
1.407,3.35175,0.809017,18.5854
1.408,3.352,0.587785,18.6051
1.409,3.35225,0.309017,18.6248
1.41,3.3525,1.39688e-11,18.6445
1.411,3.35275,-0.309017,18.6643
1.412,3.353,-0.587785,18.6841
1.413,3.35325,-0.809017,18.7039
1.414,3.3535,-0.951057,18.7237
1.415,3.35375,-1,18.7435
1.416,3.354,-0.951057,18.7634
1.417,3.35425,-0.809017,18.7832
1.418,3.3545,-0.587785,18.8031
1.419,3.35475,-0.309017,18.823
1.42,3.355,-1.43206e-11,18.843
1.421,3.35525,0.309017,18.8629
1.422,3.3555,0.587785,18.8829
1.423,3.35575,0.809017,18.9029
1.424,3.356,0.951057,18.9229
1.425,3.35625,1,18.9429
1.426,3.3565,0.951057,18.9629
1.427,3.35675,0.809017,18.983
1.428,3.357,0.587785,19.0031
1.429,3.35725,0.309017,19.0232
1.43,3.3575,1.46725e-11,19.0433
1.431,3.35775,-0.309017,19.0635
1.432,3.358,-0.587785,19.0836
1.433,3.35825,-0.809017,19.1038
1.434,3.3585,-0.951057,19.124
1.435,3.35875,-1,19.1442
1.436,3.359,-0.951057,19.1644
1.437,3.35925,-0.809017,19.1847
1.438,3.3595,-0.587785,19.205
1.439,3.35975,-0.309017,19.2253
1.44,3.36,-1.50243e-11,19.2456
1.441,3.36025,0.309017,19.2659
1.442,3.3605,0.587785,19.2862
1.443,3.36075,0.809017,19.3066
1.444,3.361,0.951057,19.327
1.445,3.36125,1,19.3474
1.446,3.3615,0.951057,19.3678
1.447,3.36175,0.809017,19.3883
1.448,3.362,0.587785,19.4088
1.449,3.36225,0.309017,19.4292
1.45,3.3625,1.53761e-11,19.4497
1.451,3.36275,-0.309017,19.4703
1.452,3.363,-0.587785,19.4908
1.453,3.36325,-0.809017,19.5114
1.454,3.3635,-0.951057,19.532
1.455,3.36375,-1,19.5526
1.456,3.364,-0.951057,19.5732
