t,x,y,z
2.188,3.547,0.587785,40.6768
2.189,3.54725,0.309017,40.7149
2.19,3.5475,4.09008e-11,40.753
2.191,3.54775,-0.309017,40.7912
2.192,3.548,-0.587785,40.8294
2.193,3.54825,-0.809017,40.8676
2.194,3.5485,-0.951057,40.9059
2.195,3.54875,-1,40.9442
2.196,3.549,-0.951057,40.9825
2.197,3.54925,-0.809017,41.0208
2.198,3.5495,-0.587785,41.0592
2.199,3.54975,-0.309017,41.0976
2.2,3.55,-4.12526e-11,41.136
2.201,3.55025,0.309017,41.1745
2.202,3.5505,0.587785,41.2129
2.203,3.55075,0.809017,41.2514
2.204,3.551,0.951057,41.29
2.205,3.55125,1,41.3286
2.206,3.5515,0.951057,41.3672
2.207,3.55175,0.809017,41.4058
2.208,3.552,0.587785,41.4444
2.209,3.55225,0.309017,41.4831
2.21,3.5525,4.16045e-11,41.5218
2.211,3.55275,-0.309017,41.5606
2.212,3.553,-0.587785,41.5993
2.213,3.55325,-0.809017,41.6381
2.214,3.5535,-0.951057,41.6769
2.215,3.55375,-1,41.7158
2.216,3.554,-0.951057,41.7547
2.217,3.55425,-0.809017,41.7936
2.218,3.5545,-0.587785,41.8325
2.219,3.55475,-0.309017,41.8715
2.22,3.555,-4.19563e-11,41.9105
2.221,3.55525,0.309017,41.9495
2.222,3.5555,0.587785,41.9886
2.223,3.55575,0.809017,42.0277
2.224,3.556,0.951057,42.0668
2.225,3.55625,1,42.1059
2.226,3.5565,0.951057,42.1451
2.227,3.55675,0.809017,42.1843
2.228,3.557,0.587785,42.2235
2.229,3.55725,0.309017,42.2628
2.23,3.5575,4.23082e-11,42.302
2.231,3.55775,-0.309017,42.3413
2.232,3.558,-0.587785,42.3807
2.233,3.55825,-0.809017,42.4201
2.234,3.5585,-0.951057,42.4595
2.235,3.55875,-1,42.4989
2.236,3.559,-0.951057,42.5383
2.237,3.55925,-0.809017,42.5778
2.238,3.5595,-0.587785,42.6173
2.239,3.55975,-0.309017,42.6569
2.24,3.56,-4.266e-11,42.6964
2.241,3.56025,0.309017,42.736
2.242,3.5605,0.587785,42.7757
2.243,3.56075,0.809017,42.8153
2.244,3.561,0.951057,42.855
2.245,3.56125,1,42.8947
2.246,3.5615,0.951057,42.9345
2.247,3.56175,0.809017,42.9743
2.248,3.562,0.587785,43.0141
2.249,3.56225,0.309017,43.0539
2.25,3.5625,4.30118e-11,43.0937
2.251,3.56275,-0.309017,43.1336
2.252,3.563,-0.587785,43.1736
2.253,3.56325,-0.809017,43.2135
2.254,3.5635,-0.951057,43.2535
2.255,3.56375,-1,43.2935
2.256,3.564,-0.951057,43.3335
2.257,3.56425,-0.809017,43.3736
2.258,3.5645,-0.587785,43.4137
2.259,3.56475,-0.309017,43.4538
2.26,3.565,-4.33637e-11,43.494
2.261,3.56525,0.309017,43.5341
2.262,3.5655,0.587785,43.5743
2.263,3.56575,0.809017,43.6146
2.264,3.566,0.951057,43.6548
2.265,3.56625,1,43.6951
2.266,3.5665,0.951057,43.7355
2.267,3.56675,0.809017,43.7758
2.268,3.567,0.587785,43.8162
2.269,3.56725,0.309017,43.8566
2.27,3.5675,4.36018e-11,43.8971
2.271,3.56775,-0.309017,43.9375
2.272,3.568,-0.587785,43.978
2.273,3.56825,-0.809017,44.0186
2.274,3.5685,-0.951057,44.0591
2.275,3.56875,-1,44.0997
2.276,3.569,-0.951057,44.1403
2.277,3.56925,-0.809017,44.181
2.278,3.5695,-0.587785,44.2217
2.279,3.56975,-0.309017,44.2624
2.28,3.57,-4.39537e-11,44.3031
2.281,3.57025,0.309017,44.3439
2.282,3.5705,0.587785,44.3847
2.283,3.57075,0.809017,44.4255
2.284,3.571,0.951057,44.4663
2.285,3.57125,1,44.5072
2.286,3.5715,0.951057,44.5481
2.287,3.57175,0.809017,44.5891
2.288,3.572,0.587785,44.63
2.289,3.57225,0.309017,44.671
2.29,3.5725,4.43055e-11,44.7121
2.291,3.57275,-0.309017,44.7531
2.292,3.573,-0.587785,44.7942
2.293,3.57325,-0.809017,44.8353
2.294,3.5735,-0.951057,44.8765
2.295,3.57375,-1,44.9177
2.296,3.574,-0.951057,44.9589
2.297,3.57425,-0.809017,45.0001
2.298,3.5745,-0.587785,45.0414
2.299,3.57475,-0.309017,45.0827
2.3,3.575,-4.46574e-11,45.124
2.301,3.57525,0.309017,45.1654
2.302,3.5755,0.587785,45.2067
2.303,3.57575,0.809017,45.2482
2.304,3.576,0.951057,45.2896
2.305,3.57625,1,45.3311
2.306,3.5765,0.951057,45.3726
2.307,3.57675,0.809017,45.4141
2.308,3.577,0.587785,45.4557
2.309,3.57725,0.309017,45.4973
2.31,3.5775,4.50092e-11,45.5389
2.311,3.57775,-0.309017,45.5805
2.312,3.578,-0.587785,45.6222
2.313,3.57825,-0.809017,45.6639
2.314,3.5785,-0.951057,45.7057
2.315,3.57875,-1,45.7474
2.316,3.579,-0.951057,45.7892
2.317,3.57925,-0.809017,45.8311
2.318,3.5795,-0.587785,45.8729
2.319,3.57975,-0.309017,45.9148
2.32,3.58,-4.5361e-11,45.9567
2.321,3.58025,0.309017,45.9987
2.322,3.5805,0.587785,46.0407
2.323,3.58075,0.809017,46.0827
2.324,3.581,0.951057,46.1247
2.325,3.58125,1,46.1668
2.326,3.5815,0.951057,46.2089
2.327,3.58175,0.809017,46.251
2.328,3.582,0.587785,46.2932
2.329,3.58225,0.309017,46.3354
2.33,3.5825,4.57129e-11,46.3776
2.331,3.58275,-0.309017,46.4198
2.332,3.583,-0.587785,46.4621
2.333,3.58325,-0.809017,46.5044
2.334,3.5835,-0.951057,46.5467
2.335,3.58375,-1,46.5891
2.336,3.584,-0.951057,46.6315
2.337,3.58425,-0.809017,46.6739
2.338,3.5845,-0.587785,46.7164
2.339,3.58475,-0.309017,46.7589
2.34,3.585,-4.60647e-11,46.8014
2.341,3.58525,0.309017,46.844
2.342,3.5855,0.587785,46.8865
2.343,3.58575,0.809017,46.9291
2.344,3.586,0.951057,46.9718
2.345,3.58625,1,47.0145
2.346,3.5865,0.951057,47.0572
2.347,3.58675,0.809017,47.0999
2.348,3.587,0.587785,47.1426
2.349,3.58725,0.309017,47.1854
2.35,3.5875,4.64166e-11,47.2282
2.351,3.58775,-0.309017,47.2711
2.352,3.588,-0.587785,47.314
2.353,3.58825,-0.809017,47.3569
2.354,3.5885,-0.951057,47.3998
2.355,3.58875,-1,47.4428
2.356,3.589,-0.951057,47.4858
2.357,3.58925,-0.809017,47.5288
2.358,3.5895,-0.587785,47.5719
2.359,3.58975,-0.309017,47.615
2.36,3.59,-4.67684e-11,47.6581
2.361,3.59025,0.309017,47.7013
2.362,3.5905,0.587785,47.7444
2.363,3.59075,0.809017,47.7877
2.364,3.591,0.951057,47.8309
2.365,3.59125,1,47.8742
2.366,3.5915,0.951057,47.9175
2.367,3.59175,0.809017,47.9608
2.368,3.592,0.587785,48.0042
2.369,3.59225,0.309017,48.0476
2.37,3.5925,4.71202e-11,48.091
2.371,3.59275,-0.309017,48.1345
2.372,3.593,-0.587785,48.1779
2.373,3.59325,-0.809017,48.2215
2.374,3.5935,-0.951057,48.265
2.375,3.59375,-1,48.3086
2.376,3.594,-0.951057,48.3522
2.377,3.59425,-0.809017,48.3958
2.378,3.5945,-0.587785,48.4395
2.379,3.59475,-0.309017,48.4832
2.38,3.595,-4.74721e-11,48.5269
2.381,3.59525,0.309017,48.5707
2.382,3.5955,0.587785,48.6145
2.383,3.59575,0.809017,48.6583
2.384,3.596,0.951057,48.7022
2.385,3.59625,1,48.7461
2.386,3.5965,0.951057,48.79
2.387,3.59675,0.809017,48.8339
2.388,3.597,0.587785,48.8779
2.389,3.59725,0.309017,48.9219
2.39,3.5975,4.78239e-11,48.9659
2.391,3.59775,-0.309017,49.01
2.392,3.598,-0.587785,49.0541
2.393,3.59825,-0.809017,49.0982
2.394,3.5985,-0.951057,49.1424
2.395,3.59875,-1,49.1866
2.396,3.599,-0.951057,49.2308
2.397,3.59925,-0.809017,49.2751
2.398,3.5995,-0.587785,49.3193
2.399,3.59975,-0.309017,49.3637
2.4,3.6,-4.81758e-11,49.408
2.401,3.60025,0.309017,49.4524
2.402,3.6005,0.587785,49.4968
2.403,3.60075,0.809017,49.5412
2.404,3.601,0.951057,49.5857
2.405,3.60125,1,49.6302
2.406,3.6015,0.951057,49.6747
2.407,3.60175,0.809017,49.7193
2.408,3.602,0.587785,49.7639
2.409,3.60225,0.309017,49.8085
2.41,3.6025,4.85276e-11,49.8531
2.411,3.60275,-0.309017,49.8978
2.412,3.603,-0.587785,49.9425
2.413,3.60325,-0.809017,49.9873
2.414,3.6035,-0.951057,50.0321
2.415,3.60375,-1,50.0769
2.416,3.604,-0.951057,50.1217
2.417,3.60425,-0.809017,50.1666
2.418,3.6045,-0.587785,50.2115
2.419,3.60475,-0.309017,50.2564
2.42,3.605,-4.88794e-11,50.3014
2.421,3.60525,0.309017,50.3464
2.422,3.6055,0.587785,50.3914
2.423,3.60575,0.809017,50.4365
2.424,3.606,0.951057,50.4815
2.425,3.60625,1,50.5267
2.426,3.6065,0.951057,50.5718
2.427,3.60675,0.809017,50.617
2.428,3.607,0.587785,50.6622
2.429,3.60725,0.309017,50.7074
2.43,3.6075,4.92313e-11,50.7527
2.431,3.60775,-0.309017,50.798
2.432,3.608,-0.587785,50.8434
2.433,3.60825,-0.809017,50.8887
2.434,3.6085,-0.951057,50.9341
2.435,3.60875,-1,50.9796
2.436,3.609,-0.951057,51.025
2.437,3.60925,-0.809017,51.0705
2.438,3.6095,-0.587785,51.116
2.439,3.60975,-0.309017,51.1616
2.44,3.61,-4.95831e-11,51.2072
2.441,3.61025,0.309017,51.2528
2.442,3.6105,0.587785,51.2984
2.443,3.61075,0.809017,51.3441
2.444,3.611,0.951057,51.3898
2.445,3.61125,1,51.4356
2.446,3.6115,0.951057,51.4813
2.447,3.61175,0.809017,51.5271
2.448,3.612,0.587785,51.573
2.449,3.61225,0.309017,51.6189
2.45,3.6125,4.9935e-11,51.6647
2.451,3.61275,-0.309017,51.7107
2.452,3.613,-0.587785,51.7566
2.453,3.61325,-0.809017,51.8026
2.454,3.6135,-0.951057,51.8487
2.455,3.61375,-1,51.8947
2.456,3.614,-0.951057,51.9408
2.457,3.61425,-0.809017,51.9869
2.458,3.6145,-0.587785,52.0331
2.459,3.61475,-0.309017,52.0793
2.46,3.615,-5.02868e-11,52.1255
2.461,3.61525,0.309017,52.1717
2.462,3.6155,0.587785,52.218
2.463,3.61575,0.809017,52.2643
2.464,3.616,0.951057,52.3106
2.465,3.61625,1,52.357
2.466,3.6165,0.951057,52.4034
2.467,3.61675,0.809017,52.4499
2.468,3.617,0.587785,52.4963
2.469,3.61725,0.309017,52.5428
2.47,3.6175,5.0525e-11,52.5893
2.471,3.61775,-0.309017,52.6359
2.472,3.618,-0.587785,52.6825
2.473,3.61825,-0.809017,52.7291
2.474,3.6185,-0.951057,52.7758
2.475,3.61875,-1,52.8225
2.476,3.619,-0.951057,52.8692
2.477,3.61925,-0.809017,52.9159
2.478,3.6195,-0.587785,52.9627
2.479,3.61975,-0.309017,53.0095
2.48,3.62,-5.08768e-11,53.0564
2.481,3.62025,0.309017,53.1033
2.482,3.6205,0.587785,53.1502
2.483,3.62075,0.809017,53.1971
2.484,3.621,0.951057,53.2441
2.485,3.62125,1,53.2911
2.486,3.6215,0.951057,53.3381
2.487,3.62175,0.809017,53.3852
2.488,3.622,0.587785,53.4323
2.489,3.62225,0.309017,53.4794
2.49,3.6225,5.12287e-11,53.5266
2.491,3.62275,-0.309017,53.5738
2.492,3.623,-0.587785,53.621
2.493,3.62325,-0.809017,53.6683
2.494,3.6235,-0.951057,53.7156
2.495,3.62375,-1,53.7629
2.496,3.624,-0.951057,53.8103
2.497,3.62425,-0.809017,53.8576
2.498,3.6245,-0.587785,53.9051
2.499,3.62475,-0.309017,53.9525
2.5,3.625,-5.15805e-11,54
2.501,3.62525,0.309017,54.0475
2.502,3.6255,0.587785,54.0951
2.503,3.62575,0.809017,54.1426
2.504,3.626,0.951057,54.1903
2.505,3.62625,1,54.2379
2.506,3.6265,0.951057,54.2856
2.507,3.62675,0.809017,54.3333
2.508,3.627,0.587785,54.381
2.509,3.62725,0.309017,54.4288
2.51,3.6275,5.19323e-11,54.4766
2.511,3.62775,-0.309017,54.5244
2.512,3.628,-0.587785,54.5723
2.513,3.62825,-0.809017,54.6202
2.514,3.6285,-0.951057,54.6681
2.515,3.62875,-1,54.7161
2.516,3.629,-0.951057,54.7641
2.517,3.62925,-0.809017,54.8121
2.518,3.6295,-0.587785,54.8602
2.519,3.62975,-0.309017,54.9083
2.52,3.63,-5.22842e-11,54.9564
2.521,3.63025,0.309017,55.0046
2.522,3.6305,0.587785,55.0528
2.523,3.63075,0.809017,55.101
2.524,3.631,0.951057,55.1492
2.525,3.63125,1,55.1975
2.526,3.6315,0.951057,55.2459
2.527,3.63175,0.809017,55.2942
2.528,3.632,0.587785,55.3426
2.529,3.63225,0.309017,55.391
2.53,3.6325,5.2636e-11,55.4395
2.531,3.63275,-0.309017,55.4879
2.532,3.633,-0.587785,55.5364
2.533,3.63325,-0.809017,55.585
2.534,3.6335,-0.951057,55.6336
2.535,3.63375,-1,55.6822
2.536,3.634,-0.951057,55.7308
2.537,3.63425,-0.809017,55.7795
2.538,3.6345,-0.587785,55.8282
2.539,3.63475,-0.309017,55.877
2.54,3.635,-5.29879e-11,55.9257
2.541,3.63525,0.309017,55.9745
2.542,3.6355,0.587785,56.0234
2.543,3.63575,0.809017,56.0722
2.544,3.636,0.951057,56.1211
2.545,3.63625,1,56.1701
2.546,3.6365,0.951057,56.2191
2.547,3.63675,0.809017,56.2681
2.548,3.637,0.587785,56.3171
2.549,3.63725,0.309017,56.3662
2.55,3.6375,5.33397e-11,56.4152
2.551,3.63775,-0.309017,56.4644
2.552,3.638,-0.587785,56.5135
2.553,3.63825,-0.809017,56.5627
2.554,3.6385,-0.951057,56.612
2.555,3.63875,-1,56.6612
2.556,3.639,-0.951057,56.7105
2.557,3.63925,-0.809017,56.7599
2.558,3.6395,-0.587785,56.8092
2.559,3.63975,-0.309017,56.8586
2.56,3.64,-5.36915e-11,56.908
2.561,3.64025,0.309017,56.9575
2.562,3.6405,0.587785,57.007
2.563,3.64075,0.809017,57.0565
2.564,3.641,0.951057,57.1061
2.565,3.64125,1,57.1556
2.566,3.6415,0.951057,57.2053
2.567,3.64175,0.809017,57.2549
2.568,3.642,0.587785,57.3046
2.569,3.64225,0.309017,57.3543
2.57,3.6425,5.40434e-11,57.4041
2.571,3.64275,-0.309017,57.4539
2.572,3.643,-0.587785,57.5037
2.573,3.64325,-0.809017,57.5535
2.574,3.6435,-0.951057,57.6034
2.575,3.64375,-1,57.6533
2.576,3.644,-0.951057,57.7033
2.577,3.64425,-0.809017,57.7533
2.578,3.6445,-0.587785,57.8033
2.579,3.64475,-0.309017,57.8533
2.58,3.645,-5.43952e-11,57.9034
2.581,3.64525,0.309017,57.9535
2.582,3.6455,0.587785,58.0037
2.583,3.64575,0.809017,58.0539
2.584,3.646,0.951057,58.1041
2.585,3.64625,1,58.1543
2.586,3.6465,0.951057,58.2046
2.587,3.64675,0.809017,58.2549
2.588,3.647,0.587785,58.3053
2.589,3.64725,0.309017,58.3556
2.59,3.6475,5.47471e-11,58.4061
2.591,3.64775,-0.309017,58.4565
2.592,3.648,-0.587785,58.507
2.593,3.64825,-0.809017,58.5575
2.594,3.6485,-0.951057,58.608
2.595,3.64875,-1,58.6586
2.596,3.649,-0.951057,58.7092
2.597,3.64925,-0.809017,58.7599
2.598,3.6495,-0.587785,58.8105
2.599,3.64975,-0.309017,58.8613
2.6,3.65,-5.50989e-11,58.912
2.601,3.65025,0.309017,58.9628
2.602,3.6505,0.587785,59.0136
2.603,3.65075,0.809017,59.0644
2.604,3.651,0.951057,59.1153
2.605,3.65125,1,59.1662
2.606,3.6515,0.951057,59.2172
2.607,3.65175,0.809017,59.2681
2.608,3.652,0.587785,59.3191
2.609,3.65225,0.309017,59.3702
2.61,3.6525,5.54507e-11,59.4213
2.611,3.65275,-0.309017,59.4724
2.612,3.653,-0.587785,59.5235
2.613,3.65325,-0.809017,59.5747
2.614,3.6535,-0.951057,59.6259
2.615,3.65375,-1,59.6771
2.616,3.654,-0.951057,59.7284
2.617,3.65425,-0.809017,59.7797
2.618,3.6545,-0.587785,59.8311
2.619,3.65475,-0.309017,59.8824
2.62,3.655,-5.58026e-11,59.9339
2.621,3.65525,0.309017,59.9853
2.622,3.6555,0.587785,60.0368
2.623,3.65575,0.809017,60.0883
2.624,3.656,0.951057,60.1398
2.625,3.65625,1,60.1914
2.626,3.6565,0.951057,60.243
2.627,3.65675,0.809017,60.2947
2.628,3.657,0.587785,60.3463
2.629,3.65725,0.309017,60.398
2.63,3.6575,5.61544e-11,60.4498
2.631,3.65775,-0.309017,60.5016
2.632,3.658,-0.587785,60.5534
2.633,3.65825,-0.809017,60.6052
2.634,3.6585,-0.951057,60.6571
2.635,3.65875,-1,60.709
2.636,3.659,-0.951057,60.761
2.637,3.65925,-0.809017,60.8129
2.638,3.6595,-0.587785,60.865
2.639,3.65975,-0.309017,60.917
2.64,3.66,-5.65063e-11,60.9691
2.641,3.66025,0.309017,61.0212
2.642,3.6605,0.587785,61.0734
2.643,3.66075,0.809017,61.1255
2.644,3.661,0.951057,61.1777
2.645,3.66125,1,61.23
2.646,3.6615,0.951057,61.2823
2.647,3.66175,0.809017,61.3346
2.648,3.662,0.587785,61.3869
2.649,3.66225,0.309017,61.4393
2.65,3.6625,5.68581e-11,61.4917
2.651,3.66275,-0.309017,61.5442
2.652,3.663,-0.587785,61.5967
2.653,3.66325,-0.809017,61.6492
2.654,3.6635,-0.951057,61.7018
2.655,3.66375,-1,61.7543
2.656,3.664,-0.951057,61.807
2.657,3.66425,-0.809017,61.8596
2.658,3.6645,-0.587785,61.9123
2.659,3.66475,-0.309017,61.965
2.66,3.665,-5.70963e-11,62.0178
2.661,3.66525,0.309017,62.0706
2.662,3.6655,0.587785,62.1234
2.663,3.66575,0.809017,62.1763
2.664,3.666,0.951057,62.2292
2.665,3.66625,1,62.2821
2.666,3.6665,0.951057,62.335
2.667,3.66675,0.809017,62.388
2.668,3.667,0.587785,62.4411
2.669,3.66725,0.309017,62.4941
2.67,3.6675,5.74481e-11,62.5472
2.671,3.66775,-0.309017,62.6004
2.672,3.668,-0.587785,62.6535
2.673,3.66825,-0.809017,62.7067
2.674,3.6685,-0.951057,62.76
2.675,3.66875,-1,62.8132
2.676,3.669,-0.951057,62.8665
2.677,3.66925,-0.809017,62.9199
2.678,3.6695,-0.587785,62.9732
2.679,3.66975,-0.309017,63.0266
2.68,3.67,-5.77999e-11,63.0801
2.681,3.67025,0.309017,63.1335
2.682,3.6705,0.587785,63.187
2.683,3.67075,0.809017,63.2406
2.684,3.671,0.951057,63.2942
2.685,3.67125,1,63.3478
2.686,3.6715,0.951057,63.4014
2.687,3.67175,0.809017,63.4551
2.688,3.672,0.587785,63.5088
2.689,3.67225,0.309017,63.5625
2.69,3.6725,5.81518e-11,63.6163
2.691,3.67275,-0.309017,63.6701
2.692,3.673,-0.587785,63.724
2.693,3.67325,-0.809017,63.7779
2.694,3.6735,-0.951057,63.8318
2.695,3.67375,-1,63.8857
2.696,3.674,-0.951057,63.9397
2.697,3.67425,-0.809017,63.9937
2.698,3.6745,-0.587785,64.0478
2.699,3.67475,-0.309017,64.1019
2.7,3.675,-5.85036e-11,64.156
2.701,3.67525,0.309017,64.2102
2.702,3.6755,0.587785,64.2643
2.703,3.67575,0.809017,64.3186
2.704,3.676,0.951057,64.3728
2.705,3.67625,1,64.4271
2.706,3.6765,0.951057,64.4815
2.707,3.67675,0.809017,64.5358
2.708,3.677,0.587785,64.5902
2.709,3.67725,0.309017,64.6447
2.71,3.6775,5.88555e-11,64.6991
2.711,3.67775,-0.309017,64.7536
2.712,3.678,-0.587785,64.8082
2.713,3.67825,-0.809017,64.8627
2.714,3.6785,-0.951057,64.9173
2.715,3.67875,-1,64.972
2.716,3.679,-0.951057,65.0267
2.717,3.67925,-0.809017,65.0814
2.718,3.6795,-0.587785,65.1361
2.719,3.67975,-0.309017,65.1909
2.72,3.68,-5.92073e-11,65.2457
2.721,3.68025,0.309017,65.3005
2.722,3.6805,0.587785,65.3554
2.723,3.68075,0.809017,65.4103
2.724,3.681,0.951057,65.4653
2.725,3.68125,1,65.5203
2.726,3.6815,0.951057,65.5753
2.727,3.68175,0.809017,65.6304
2.728,3.682,0.587785,65.6854
2.729,3.68225,0.309017,65.7406
2.73,3.6825,5.95592e-11,65.7957
2.731,3.68275,-0.309017,65.8509
2.732,3.683,-0.587785,65.9062
2.733,3.68325,-0.809017,65.9614
2.734,3.6835,-0.951057,66.0167
2.735,3.68375,-1,66.0721
2.736,3.684,-0.951057,66.1274
2.737,3.68425,-0.809017,66.1828
2.738,3.6845,-0.587785,66.2383
2.739,3.68475,-0.309017,66.2937
2.74,3.685,-5.9911e-11,66.3492
2.741,3.68525,0.309017,66.4048
2.742,3.6855,0.587785,66.4604
2.743,3.68575,0.809017,66.516
2.744,3.686,0.951057,66.5716
2.745,3.68625,1,66.6273
2.746,3.6865,0.951057,66.683
2.747,3.68675,0.809017,66.7388
2.748,3.687,0.587785,66.7946
2.749,3.68725,0.309017,66.8504
2.75,3.6875,6.02628e-11,66.9062
2.751,3.68775,-0.309017,66.9621
2.752,3.688,-0.587785,67.0181
2.753,3.68825,-0.809017,67.074
2.754,3.6885,-0.951057,67.13
2.755,3.68875,-1,67.1861
2.756,3.689,-0.951057,67.2421
2.757,3.68925,-0.809017,67.2982
2.758,3.6895,-0.587785,67.3544
2.759,3.68975,-0.309017,67.4105
2.76,3.69,-6.06147e-11,67.4668
2.761,3.69025,0.309017,67.523
2.762,3.6905,0.587785,67.5793
2.763,3.69075,0.809017,67.6356
2.764,3.691,0.951057,67.6919
2.765,3.69125,1,67.7483
2.766,3.6915,0.951057,67.8047
2.767,3.69175,0.809017,67.8612
2.768,3.692,0.587785,67.9177
2.769,3.69225,0.309017,67.9742
2.77,3.6925,6.09665e-11,68.0308
2.771,3.69275,-0.309017,68.0874
2.772,3.693,-0.587785,68.144
2.773,3.69325,-0.809017,68.2007
2.774,3.6935,-0.951057,68.2574
2.775,3.69375,-1,68.3141
2.776,3.694,-0.951057,68.3709
2.777,3.69425,-0.809017,68.4277
2.778,3.6945,-0.587785,68.4845
2.779,3.69475,-0.309017,68.5414
2.78,3.695,-6.13184e-11,68.5983
2.781,3.69525,0.309017,68.6553
2.782,3.6955,0.587785,68.7122
2.783,3.69575,0.809017,68.7693
2.784,3.696,0.951057,68.8263
2.785,3.69625,1,68.8834
2.786,3.6965,0.951057,68.9405
2.787,3.69675,0.809017,68.9977
2.788,3.697,0.587785,69.0549
2.789,3.69725,0.309017,69.1121
2.79,3.6975,6.16702e-11,69.1694
2.791,3.69775,-0.309017,69.2267
2.792,3.698,-0.587785,69.284
2.793,3.69825,-0.809017,69.3414
2.794,3.6985,-0.951057,69.3988
2.795,3.69875,-1,69.4562
2.796,3.699,-0.951057,69.5137
2.797,3.69925,-0.809017,69.5712
2.798,3.6995,-0.587785,69.6288
2.799,3.69975,-0.309017,69.6864
2.8,3.7,-6.2022e-11,69.744
2.801,3.70025,0.309017,69.8017
2.802,3.7005,0.587785,69.8594
2.803,3.70075,0.809017,69.9171
2.804,3.701,0.951057,69.9748
2.805,3.70125,1,70.0326
2.806,3.7015,0.951057,70.0905
2.807,3.70175,0.809017,70.1484
2.808,3.702,0.587785,70.2063
2.809,3.70225,0.309017,70.2642
2.81,3.7025,6.23739e-11,70.3222
2.811,3.70275,-0.309017,70.3802
2.812,3.703,-0.587785,70.4382
2.813,3.70325,-0.809017,70.4963
2.814,3.7035,-0.951057,70.5545
2.815,3.70375,-1,70.6126
2.816,3.704,-0.951057,70.6708
2.817,3.70425,-0.809017,70.729
2.818,3.7045,-0.587785,70.7873
2.819,3.70475,-0.309017,70.8456
2.82,3.705,-6.27257e-11,70.9039
2.821,3.70525,0.309017,70.9623
2.822,3.7055,0.587785,71.0207
2.823,3.70575,0.809017,71.0792
2.824,3.706,0.951057,71.1376
2.825,3.70625,1,71.1962
2.826,3.7065,0.951057,71.2547
2.827,3.70675,0.809017,71.3133
2.828,3.707,0.587785,71.3719
2.829,3.70725,0.309017,71.4306
2.83,3.7075,6.30776e-11,71.4893
2.831,3.70775,-0.309017,71.548
2.832,3.708,-0.587785,71.6068
2.833,3.70825,-0.809017,71.6656
2.834,3.7085,-0.951057,71.7244
2.835,3.70875,-1,71.7833
2.836,3.709,-0.951057,71.8422
2.837,3.70925,-0.809017,71.9011
2.838,3.7095,-0.587785,71.9601
2.839,3.70975,-0.309017,72.0192
2.84,3.71,-6.34294e-11,72.0782
2.841,3.71025,0.309017,72.1373
2.842,3.7105,0.587785,72.1964
2.843,3.71075,0.809017,72.2556
2.844,3.711,0.951057,72.3148
2.845,3.71125,1,72.374
2.846,3.7115,0.951057,72.4333
2.847,3.71175,0.809017,72.4926
2.848,3.712,0.587785,72.552
2.849,3.71225,0.309017,72.6113
2.85,3.7125,6.37812e-11,72.6707
2.851,3.71275,-0.309017,72.7302
2.852,3.713,-0.587785,72.7897
2.853,3.71325,-0.809017,72.8492
2.854,3.7135,-0.951057,72.9088
2.855,3.71375,-1,72.9684
2.856,3.714,-0.951057,73.028
2.857,3.71425,-0.809017,73.0877
2.858,3.7145,-0.587785,73.1474
2.859,3.71475,-0.309017,73.2071
2.86,3.715,-6.40194e-11,73.2669
2.861,3.71525,0.309017,73.3267
2.862,3.7155,0.587785,73.3866
2.863,3.71575,0.809017,73.4465
2.864,3.716,0.951057,73.5064
2.865,3.71625,1,73.5664
2.866,3.7165,0.951057,73.6264
2.867,3.71675,0.809017,73.6864
2.868,3.717,0.587785,73.7465
2.869,3.71725,0.309017,73.8066
2.87,3.7175,6.43712e-11,73.8667
2.871,3.71775,-0.309017,73.9269
2.872,3.718,-0.587785,73.9871
2.873,3.71825,-0.809017,74.0474
2.874,3.7185,-0.951057,74.1076
2.875,3.71875,-1,74.168
2.876,3.719,-0.951057,74.2283
2.877,3.71925,-0.809017,74.2887
2.878,3.7195,-0.587785,74.3492
2.879,3.71975,-0.309017,74.4096
2.88,3.72,-6.47231e-11,74.4701
2.881,3.72025,0.309017,74.5307
2.882,3.7205,0.587785,74.5913
2.883,3.72075,0.809017,74.6519
2.884,3.721,0.951057,74.7125
2.885,3.72125,1,74.7732
2.886,3.7215,0.951057,74.834
2.887,3.72175,0.809017,74.8947
2.888,3.722,0.587785,74.9555
2.889,3.72225,0.309017,75.0164
2.89,3.7225,6.50749e-11,75.0772
2.891,3.72275,-0.309017,75.1381
2.892,3.723,-0.587785,75.1991
2.893,3.72325,-0.809017,75.2601
2.894,3.7235,-0.951057,75.3211
2.895,3.72375,-1,75.3822
2.896,3.724,-0.951057,75.4433
2.897,3.72425,-0.809017,75.5044
2.898,3.7245,-0.587785,75.5656
2.899,3.72475,-0.309017,75.6268
2.9,3.725,-6.54268e-11,75.688
2.901,3.72525,0.309017,75.7493
2.902,3.7255,0.587785,75.8106
2.903,3.72575,0.809017,75.8719
2.904,3.726,0.951057,75.9333
2.905,3.72625,1,75.9948
2.906,3.7265,0.951057,76.0562
2.907,3.72675,0.809017,76.1177
2.908,3.727,0.587785,76.1793
2.909,3.72725,0.309017,76.2408
2.91,3.7275,6.57786e-11,76.3024
2.911,3.72775,-0.309017,76.3641
2.912,3.728,-0.587785,76.4258
2.913,3.72825,-0.809017,76.4875
2.914,3.7285,-0.951057,76.5493
2.915,3.72875,-1,76.611
2.916,3.729,-0.951057,76.6729
2.917,3.72925,-0.809017,76.7347
